Realdate;date;category;newColumn1;newColumn2;newColumn3;newColumn4;newColumn5;newColumn6;newColumn7;newColumn8;newColumn9;newColumn10;newColumn11;newColumn12;newColumn13;newColumn14;newColumn15;newColumn16;newColumn17;newColumn18;newColumn19;newColumn20;newColumn21;newColumn22;newColumn23;newColumn24;newColumn25;newColumn26;newColumn27;newColumn28;newColumn29;newColumn30;newColumn31;newColumn32;newColumn33;newColumn34
 01/10/2019;06:00:00 - 06:59:59;AM11-K;1;1;0;0;0;0;0;0;0;1;1;2;1;9;6;7;8;2;33;4;5;1;5;0;5;4;8;6;2;2;4;5;1;2
 01/10/2019;06:00:00 - 06:59:59;AM12-L;3;3;0;1;0;0;2;0;0;2;6;0;3;5;7;9;11;5;67;8;9;2;6;8;10;12;17;7;4;1;4;11;2;0
 01/10/2019;06:00:00 - 06:59:59;AM13-M;0;0;0;0;0;0;0;2;1;1;7;3;0;1;8;6;4;1;66;3;4;3;5;2;5;6;13;8;1;5;3;7;5;0
 01/10/2019;06:00:00 - 06:59:59;AM14-N;1;1;0;1;0;0;0;0;0;1;2;5;3;0;2;1;7;2;44;3;2;1;2;2;2;2;4;7;2;0;3;4;2;0
 01/10/2019;06:00:00 - 06:59:59;AM15-O;3;2;0;0;0;0;0;3;1;2;7;4;0;6;0;4;2;0;63;8;3;0;5;1;4;7;7;9;3;2;1;4;1;0
 01/10/2019;06:00:00 - 06:59:59;AM16-P;0;2;0;1;0;0;0;7;1;4;2;4;3;3;1;0;3;8;173;18;19;8;15;9;23;24;40;45;14;6;16;27;9;6
 01/10/2019;06:00:00 - 06:59:59;A;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;13;1;0;0;2;1;2;0;2;0;0;0;0;1;0;1
 01/10/2019;06:00:00 - 06:59:59;B;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
 01/10/2019;06:00:00 - 06:59:59;C;1;3;1;1;0;2;0;3;1;1;2;4;1;7;4;17;2;0;0;1;1;0;4;2;7;2;8;3;0;2;0;2;0;0
 01/10/2019;06:00:00 - 06:59:59;D;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;4;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0
 01/10/2019;06:00:00 - 06:59:59;E;1;2;0;0;0;0;0;1;0;0;1;6;1;1;1;10;0;0;5;1;0;0;1;1;2;2;3;4;2;0;0;8;1;1
 01/10/2019;06:00:00 - 06:59:59;F;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;0;2;3;1;2;0;0;0;0;0
 01/10/2019;06:00:00 - 06:59:59;G;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;2;1;0;0;0;0;1;3;1;5;1;0;0;2;3;0
 01/10/2019;06:00:00 - 06:59:59;H;0;0;0;0;1;0;0;2;0;0;1;0;1;0;1;0;2;0;0;1;0;0;2;0;0;2;7;5;0;1;3;5;0;1
 01/10/2019;06:00:00 - 06:59:59;I;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;1;1;0
 01/10/2019;06:00:00 - 06:59:59;J;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;2;0;0;0;1;0;0;0;1;7;2;0;8;3;1;0
 01/10/2019;06:00:00 - 06:59:59;K;0;0;0;0;0;0;0;2;1;0;1;2;0;0;0;6;1;0;3;1;0;0;2;0;2;3;0;2;3;1;0;6;0;1
 01/10/2019;06:00:00 - 06:59:59;L;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;1;0;0;1;0;2;3;1;0;0;0;4;2;0;0
 01/10/2019;06:00:00 - 06:59:59;M;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;3;3;0;0;0;1;0;0
 01/10/2019;06:00:00 - 06:59:59;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;0;1;1;0;0
 01/10/2019;06:00:00 - 06:59:59;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
 01/10/2019;06:00:00 - 06:59:59;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;2
 01/10/2019;06:00:00 - 06:59:59;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1
 01/10/2019;06:00:00 - 06:59:59;U;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1;2;1;1;3;0
 01/10/2019;07:00:00 - 07:59:59;AM01-A;0;5;0;1;1;4;2;20;8;14;40;41;12;105;30;93;24;5;190;26;24;13;27;8;45;38;61;43;23;5;21;26;15;11
 01/10/2019;07:00:00 - 07:59:59;AM02-B;1;2;3;5;6;3;3;26;7;10;33;30;3;40;13;21;8;2;61;10;5;5;13;3;9;13;15;16;7;2;7;9;8;2
 01/10/2019;07:00:00 - 07:59:59;AM03-C;0;1;1;0;2;0;0;4;4;4;9;5;3;13;2;24;5;1;37;5;2;1;4;1;6;8;11;9;4;0;2;5;3;0
 01/10/2019;07:00:00 - 07:59:59;AM04-D;3;3;0;1;2;3;0;2;0;6;13;11;0;23;10;24;9;3;66;8;5;5;5;3;12;17;11;10;6;2;12;11;6;1
 01/10/2019;07:00:00 - 07:59:59;AM05-E;2;4;2;0;0;1;1;6;3;2;10;6;2;14;4;15;4;0;33;2;1;2;6;1;4;6;8;6;4;2;2;3;1;0
 01/10/2019;07:00:00 - 07:59:59;AM06-F;1;5;1;3;0;2;0;3;1;3;17;15;2;32;7;26;17;2;129;3;1;3;12;4;20;23;17;25;8;7;11;14;10;2
 01/10/2019;07:00:00 - 07:59:59;AM07-G;1;4;1;1;0;2;0;7;0;5;16;9;3;22;7;27;9;5;106;12;5;4;9;3;12;18;20;12;4;1;6;17;6;2
 01/10/2019;07:00:00 - 07:59:59;AM08-H;2;3;0;1;0;0;0;1;1;9;19;10;5;15;7;25;3;2;52;3;6;2;5;0;8;5;9;8;5;0;4;10;1;0
 01/10/2019;07:00:00 - 07:59:59;AM09-I;1;6;2;1;2;1;1;0;1;2;13;10;0;17;11;41;12;5;122;7;7;4;12;7;27;30;21;35;15;2;18;22;10;3
 01/10/2019;07:00:00 - 07:59:59;AM10-J;4;5;0;0;1;2;3;3;1;0;5;17;3;16;8;26;8;6;104;12;3;1;12;4;18;16;21;14;11;2;3;20;4;1
 01/10/2019;07:00:00 - 07:59:59;AM11-K;1;2;0;0;4;2;1;3;3;1;0;8;3;32;8;50;9;7;140;9;3;7;12;6;20;15;24;30;9;5;21;27;6;5
 01/10/2019;07:00:00 - 07:59:59;AM12-L;4;3;1;1;2;0;2;4;5;5;10;0;0;31;33;52;14;4;207;20;17;9;17;5;39;25;39;35;13;6;26;30;21;10
 01/10/2019;07:00:00 - 07:59:59;AM13-M;3;1;2;1;0;0;4;7;4;6;9;4;0;18;15;38;9;1;145;9;10;2;15;6;19;13;31;38;6;1;20;41;12;5
 01/10/2019;07:00:00 - 07:59:59;AM14-N;3;2;2;1;1;3;0;5;5;2;5;6;2;1;3;19;17;5;161;8;7;4;11;7;20;15;28;27;8;4;13;18;10;4
 01/10/2019;07:00:00 - 07:59:59;AM15-O;5;9;1;1;2;3;1;4;6;11;13;27;5;10;3;6;6;7;193;16;8;3;11;7;14;17;23;32;8;4;15;29;11;4
 01/10/2019;07:00:00 - 07:59:59;AM16-P;9;6;4;1;0;1;0;5;13;10;13;28;4;6;2;2;3;6;398;38;34;22;42;24;59;71;94;96;39;11;74;87;57;9
 01/10/2019;07:00:00 - 07:59:59;A;0;1;0;0;0;0;0;1;1;0;0;2;4;0;1;0;1;1;11;1;2;0;0;2;5;3;8;7;0;0;1;4;1;0
 01/10/2019;07:00:00 - 07:59:59;B;0;0;1;0;0;0;0;1;1;0;0;2;0;0;0;2;0;0;0;0;1;1;0;0;1;0;4;0;2;0;0;0;0;0
 01/10/2019;07:00:00 - 07:59:59;C;1;2;3;2;0;2;1;7;2;5;7;19;4;16;20;43;9;0;1;0;0;0;9;1;14;9;9;3;5;1;3;1;3;0
 01/10/2019;07:00:00 - 07:59:59;D;1;4;1;0;0;1;0;1;0;1;0;2;1;1;4;20;1;1;2;1;0;1;7;1;5;6;11;7;4;0;5;4;4;1
 01/10/2019;07:00:00 - 07:59:59;E;2;5;1;1;0;1;2;5;0;2;3;13;0;5;4;60;2;1;16;1;0;0;2;3;11;8;8;16;5;0;5;6;5;5
 01/10/2019;07:00:00 - 07:59:59;F;0;2;0;0;0;0;0;4;0;1;0;1;1;3;0;9;1;0;3;0;0;0;0;1;2;3;3;9;4;1;3;3;2;0
 01/10/2019;07:00:00 - 07:59:59;G;0;1;0;0;0;0;0;1;0;0;1;5;2;4;2;10;0;0;2;2;1;1;0;1;2;10;7;11;5;1;1;11;1;1
 01/10/2019;07:00:00 - 07:59:59;H;1;2;0;0;0;1;0;2;1;1;2;7;2;2;2;17;0;0;7;5;0;4;1;0;4;4;17;22;7;3;8;11;4;1
 01/10/2019;07:00:00 - 07:59:59;I;0;2;0;0;0;0;0;0;0;0;2;3;0;0;1;1;1;1;3;2;1;1;1;0;1;1;4;9;3;0;2;3;6;1
 01/10/2019;07:00:00 - 07:59:59;J;1;1;0;0;0;0;0;1;0;0;0;3;0;0;0;5;1;0;4;1;0;0;0;0;1;2;8;13;2;1;2;8;0;0
 01/10/2019;07:00:00 - 07:59:59;K;2;0;0;0;0;0;0;2;2;1;1;6;4;8;6;14;1;1;8;5;0;0;5;3;5;10;0;8;4;2;9;10;3;1
 01/10/2019;07:00:00 - 07:59:59;L;0;3;0;1;1;0;0;1;1;0;6;2;0;4;0;1;1;0;0;0;1;0;0;4;14;18;9;0;3;0;5;4;3;2
 01/10/2019;07:00:00 - 07:59:59;M;0;0;0;0;1;0;1;0;0;0;1;4;0;3;0;4;2;0;1;0;1;0;2;1;0;8;0;4;0;0;1;1;2;2
 01/10/2019;07:00:00 - 07:59:59;N;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;4;0;4;0;0;1;4;0;0
 01/10/2019;07:00:00 - 07:59:59;O;2;0;0;0;0;0;0;1;0;2;1;0;0;3;0;1;0;0;2;1;1;0;1;0;0;3;1;4;0;0;0;3;0;0
 01/10/2019;07:00:00 - 07:59:59;P;0;0;0;0;1;1;0;0;1;0;3;1;0;0;1;2;0;0;1;0;1;1;1;0;3;7;3;6;4;2;5;0;4;1
 01/10/2019;07:00:00 - 07:59:59;Q;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;2;0;0;0;1;1;0;1;0;1;2;0;4;1;0;5;3;0;0
 01/10/2019;07:00:00 - 07:59:59;U;0;0;0;0;0;1;0;1;0;0;1;1;0;1;1;2;2;0;4;0;1;0;2;0;2;2;2;11;3;3;4;5;3;0
 01/10/2019;08:00:00 - 08:59:59;AM01-A;3;2;2;5;0;6;4;25;17;11;33;47;18;71;47;84;7;12;240;34;24;17;52;27;77;68;72;109;36;5;25;50;21;6
 01/10/2019;08:00:00 - 08:59:59;AM02-B;0;0;2;5;1;3;8;34;11;13;37;34;11;42;5;38;6;2;91;14;13;10;21;14;24;14;26;31;9;1;5;14;4;2
 01/10/2019;08:00:00 - 08:59:59;AM03-C;0;3;0;0;0;3;0;6;3;2;7;7;3;10;8;13;1;0;36;3;3;3;10;2;15;18;12;11;5;2;7;17;6;0
 01/10/2019;08:00:00 - 08:59:59;AM04-D;1;3;0;0;0;1;1;3;7;6;19;18;6;17;13;18;5;4;76;14;7;2;9;5;13;16;19;18;7;1;11;14;6;1
 01/10/2019;08:00:00 - 08:59:59;AM05-E;0;10;1;0;0;2;0;2;1;5;13;12;1;12;5;11;1;1;46;7;6;5;7;4;14;7;8;12;3;0;9;8;1;2
 01/10/2019;08:00:00 - 08:59:59;AM06-F;0;6;1;0;0;0;0;4;4;5;12;11;1;20;12;30;6;1;101;20;9;8;22;3;40;24;27;35;10;1;12;26;17;1
 01/10/2019;08:00:00 - 08:59:59;AM07-G;1;2;0;0;1;0;1;2;0;2;17;18;2;21;13;23;3;3;87;15;3;6;12;5;17;15;18;17;7;1;12;21;9;1
 01/10/2019;08:00:00 - 08:59:59;AM08-H;2;9;3;1;1;1;0;0;1;0;16;15;2;7;13;16;1;3;43;8;10;1;11;6;11;8;11;15;7;1;3;14;5;0
 01/10/2019;08:00:00 - 08:59:59;AM09-I;1;2;0;1;1;0;1;1;0;1;7;17;1;20;14;37;2;2;151;12;15;2;26;9;32;44;32;52;25;3;20;39;5;3
 01/10/2019;08:00:00 - 08:59:59;AM10-J;0;5;1;1;0;1;2;3;2;2;6;19;1;18;19;27;5;4;113;9;5;5;15;10;27;22;21;27;3;1;27;15;16;2
 01/10/2019;08:00:00 - 08:59:59;AM11-K;3;5;0;2;0;0;1;7;2;2;0;2;5;18;15;42;5;4;158;17;14;7;15;13;29;30;47;40;8;3;18;34;9;1
 01/10/2019;08:00:00 - 08:59:59;AM12-L;2;10;0;2;0;2;4;7;6;4;18;0;0;28;28;35;7;12;183;20;21;7;32;17;50;62;47;74;22;1;24;42;19;4
 01/10/2019;08:00:00 - 08:59:59;AM13-M;2;2;0;3;0;1;2;6;6;4;19;5;3;18;11;30;6;6;185;19;7;7;29;6;34;31;35;48;13;1;30;40;17;5
 01/10/2019;08:00:00 - 08:59:59;AM14-N;4;6;1;3;2;1;4;4;8;5;13;6;3;1;5;12;3;5;142;23;17;4;30;13;40;40;44;42;14;2;24;25;14;1
 01/10/2019;08:00:00 - 08:59:59;AM15-O;3;6;4;2;3;1;1;8;6;7;20;33;18;6;0;3;1;4;162;17;15;5;27;9;49;32;37;52;26;5;24;38;16;0
 01/10/2019;08:00:00 - 08:59:59;AM16-P;7;10;1;2;2;1;1;12;10;9;14;18;20;5;0;3;3;17;336;64;55;22;81;24;88;112;109;142;61;14;77;129;70;14
 01/10/2019;08:00:00 - 08:59:59;A;1;2;0;0;0;0;0;0;1;0;0;1;5;5;2;4;1;0;7;3;3;1;3;1;2;6;9;7;3;1;0;2;3;0
 01/10/2019;08:00:00 - 08:59:59;B;1;1;0;1;0;0;0;1;2;0;2;4;1;0;0;10;0;0;1;1;2;2;3;0;2;3;2;3;0;0;0;0;0;1
 01/10/2019;08:00:00 - 08:59:59;C;5;8;1;3;3;1;4;13;8;6;12;19;5;16;15;69;3;2;0;1;5;2;8;3;10;7;9;2;4;0;3;1;0;0
 01/10/2019;08:00:00 - 08:59:59;D;0;2;0;0;0;0;0;3;0;0;0;3;3;2;8;17;0;1;3;0;2;2;4;1;3;11;11;5;0;0;0;3;3;1
 01/10/2019;08:00:00 - 08:59:59;E;1;5;0;0;1;0;1;5;3;3;6;18;6;2;7;24;4;1;18;8;0;0;2;1;6;6;11;26;6;0;10;12;4;5
 01/10/2019;08:00:00 - 08:59:59;F;0;3;0;0;0;0;0;0;1;2;1;3;1;4;1;7;3;0;4;3;0;1;0;0;0;0;6;5;4;0;3;4;1;0
 01/10/2019;08:00:00 - 08:59:59;G;1;1;0;0;0;2;0;3;2;1;2;5;1;5;1;12;0;0;7;6;0;1;0;2;8;7;9;20;5;1;4;9;2;2
 01/10/2019;08:00:00 - 08:59:59;H;1;1;0;1;0;1;0;4;0;3;2;8;2;9;4;10;1;1;8;4;2;2;2;0;1;8;13;29;8;1;6;9;7;2
 01/10/2019;08:00:00 - 08:59:59;I;1;3;0;0;1;1;0;2;1;1;0;1;1;0;2;11;0;0;5;2;1;2;3;2;1;0;13;17;3;0;1;8;1;1
 01/10/2019;08:00:00 - 08:59:59;J;0;1;0;0;0;0;1;1;1;3;2;0;0;4;1;3;0;1;3;1;0;0;2;1;1;1;10;20;6;1;9;14;2;2
 01/10/2019;08:00:00 - 08:59:59;K;1;3;0;1;0;1;1;7;4;4;8;10;3;8;7;28;1;2;4;4;3;3;7;5;10;14;1;16;5;0;9;17;6;1
 01/10/2019;08:00:00 - 08:59:59;L;0;2;0;0;0;0;1;1;1;6;4;7;1;5;2;6;0;0;1;0;2;2;9;4;18;14;8;0;6;3;7;1;4;0
 01/10/2019;08:00:00 - 08:59:59;M;0;1;0;1;0;1;1;0;0;1;0;0;1;6;1;8;1;1;2;2;0;0;1;1;2;4;5;8;0;1;2;5;3;3
 01/10/2019;08:00:00 - 08:59:59;N;0;2;0;0;0;0;0;2;0;0;0;0;1;3;2;1;0;0;2;1;0;0;0;0;2;1;1;4;0;0;0;4;3;1
 01/10/2019;08:00:00 - 08:59:59;O;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;2;0;2;3;1;4;2;0;0;2;4;1
 01/10/2019;08:00:00 - 08:59:59;P;0;0;0;0;0;0;0;0;2;0;0;5;2;0;1;2;0;1;0;0;0;1;0;2;5;7;2;2;3;0;7;0;5;3
 01/10/2019;08:00:00 - 08:59:59;Q;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;6;0;0;0;0;2;0;1;0;2;2;2;4;2;0;2;1;0;0
 01/10/2019;08:00:00 - 08:59:59;U;0;1;0;0;0;1;0;1;0;0;3;0;3;0;0;3;0;0;1;0;0;1;2;3;7;2;4;8;3;1;1;4;4;0
 01/10/2019;09:00:00 - 09:59:59;AM01-A;0;0;0;1;2;2;2;9;5;2;8;7;2;23;8;39;7;10;131;24;8;7;22;19;39;48;59;62;21;5;14;24;17;6
 01/10/2019;09:00:00 - 09:59:59;AM02-B;0;1;2;2;0;1;1;10;8;4;18;11;3;13;7;11;4;3;39;11;8;2;13;9;10;13;20;29;7;1;8;8;4;3
 01/10/2019;09:00:00 - 09:59:59;AM03-C;1;3;0;1;0;0;0;1;0;0;1;2;0;5;1;5;0;1;34;4;6;2;2;3;7;11;9;12;3;1;7;7;3;1
 01/10/2019;09:00:00 - 09:59:59;AM04-D;2;5;0;2;0;0;0;1;0;1;1;3;1;4;0;11;0;3;34;7;0;2;9;8;11;12;12;17;3;0;3;10;5;1
 01/10/2019;09:00:00 - 09:59:59;AM05-E;0;5;0;0;0;0;0;4;3;0;3;2;0;1;2;6;0;3;31;2;1;2;1;2;5;11;4;12;0;0;0;7;1;0
 01/10/2019;09:00:00 - 09:59:59;AM06-F;0;6;0;0;0;0;0;0;2;1;4;1;0;3;5;13;3;1;56;8;1;3;5;7;28;14;17;31;8;7;11;12;8;2
 01/10/2019;09:00:00 - 09:59:59;AM07-G;2;2;1;0;0;1;0;3;2;1;5;5;0;4;2;8;0;1;49;7;4;1;6;7;9;15;17;19;8;0;9;6;12;0
 01/10/2019;09:00:00 - 09:59:59;AM08-H;0;9;0;0;0;0;0;0;1;3;2;3;1;3;3;7;0;1;26;2;2;2;3;4;8;7;7;7;3;0;1;7;3;1
 01/10/2019;09:00:00 - 09:59:59;AM09-I;1;7;0;0;0;2;0;0;1;0;1;3;0;4;6;7;3;5;86;13;6;1;13;10;13;27;27;60;8;2;7;16;15;1
 01/10/2019;09:00:00 - 09:59:59;AM10-J;2;5;0;1;0;2;4;0;4;1;5;2;2;5;4;11;1;2;61;12;9;1;9;6;13;18;18;35;10;2;6;15;14;0
 01/10/2019;09:00:00 - 09:59:59;AM11-K;1;13;0;2;0;0;3;2;2;2;2;5;1;2;3;16;5;2;89;12;7;4;10;11;18;26;21;30;11;1;12;14;13;0
 01/10/2019;09:00:00 - 09:59:59;AM12-L;2;9;1;4;1;2;0;7;7;3;4;1;1;3;9;20;6;6;113;13;13;5;5;10;25;28;44;34;11;0;18;22;20;3
 01/10/2019;09:00:00 - 09:59:59;AM13-M;1;2;0;0;0;0;0;3;0;0;3;2;0;7;3;12;2;4;87;17;8;4;16;4;23;19;30;32;15;2;13;18;12;3
 01/10/2019;09:00:00 - 09:59:59;AM14-N;1;15;0;1;1;1;1;1;3;3;2;0;2;0;1;2;0;6;81;16;9;1;17;12;22;30;15;27;11;0;12;12;9;2
 01/10/2019;09:00:00 - 09:59:59;AM15-O;3;8;0;2;1;1;0;4;4;4;0;6;5;6;1;2;0;3;100;15;5;2;5;4;23;30;33;45;13;0;7;28;19;1
 01/10/2019;09:00:00 - 09:59:59;AM16-P;1;13;1;2;0;2;0;1;7;2;5;4;2;0;1;0;1;15;232;50;21;9;34;33;64;86;91;121;37;4;48;46;34;5
 01/10/2019;09:00:00 - 09:59:59;A;2;2;0;2;0;0;0;0;0;0;1;3;0;1;0;0;0;2;6;5;0;0;0;1;1;2;4;4;0;0;0;2;1;1
 01/10/2019;09:00:00 - 09:59:59;B;0;1;0;0;0;1;0;0;2;0;1;4;0;1;0;2;1;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0
 01/10/2019;09:00:00 - 09:59:59;C;1;4;1;0;2;1;0;9;7;4;6;18;5;6;16;36;3;0;2;2;1;1;5;3;6;4;9;2;1;0;0;1;3;0
 01/10/2019;09:00:00 - 09:59:59;D;0;2;0;0;0;0;0;0;2;1;0;2;2;3;2;11;0;1;2;0;0;0;3;2;3;6;6;3;3;0;2;1;0;0
 01/10/2019;09:00:00 - 09:59:59;E;2;5;0;3;1;0;1;2;4;1;1;2;1;3;1;13;2;1;8;2;0;0;2;0;1;1;6;15;1;0;1;3;2;0
 01/10/2019;09:00:00 - 09:59:59;F;0;1;0;0;0;0;0;0;0;0;2;1;1;3;0;4;0;0;2;0;0;0;0;1;2;2;7;8;0;0;3;4;0;0
 01/10/2019;09:00:00 - 09:59:59;G;2;0;0;0;0;2;1;0;2;1;6;0;0;2;3;9;0;1;2;1;0;0;0;1;1;7;10;15;2;2;7;7;4;0
 01/10/2019;09:00:00 - 09:59:59;H;0;6;0;0;0;1;1;0;2;2;5;3;2;3;1;6;0;4;10;7;0;0;3;1;4;2;14;10;3;0;5;4;2;2
 01/10/2019;09:00:00 - 09:59:59;I;0;1;1;1;0;1;0;0;1;0;5;1;2;0;2;7;0;0;1;3;0;0;1;0;1;3;8;4;2;0;1;5;0;0
 01/10/2019;09:00:00 - 09:59:59;J;1;4;1;0;0;1;0;3;0;2;2;1;3;1;0;7;0;0;3;4;1;0;1;0;1;1;5;9;1;0;4;6;1;1
 01/10/2019;09:00:00 - 09:59:59;K;6;5;0;1;1;1;1;3;3;2;4;2;2;11;2;15;0;0;1;2;2;0;4;2;2;8;0;16;6;0;4;5;2;2
 01/10/2019;09:00:00 - 09:59:59;L;1;1;0;2;1;2;1;4;1;4;2;4;6;3;3;9;0;0;0;1;1;1;5;3;7;11;2;0;1;0;2;2;1;0
 01/10/2019;09:00:00 - 09:59:59;M;1;2;0;3;0;1;0;0;2;0;0;1;0;1;0;3;0;0;2;0;0;0;1;2;0;1;1;3;0;1;1;2;1;1
 01/10/2019;09:00:00 - 09:59:59;N;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;3;1;0;0;0;1;0;0;0;0;0;3;1;2;0;0;2;2;1
 01/10/2019;09:00:00 - 09:59:59;O;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;3;2;1;0;1;3;0;1
 01/10/2019;09:00:00 - 09:59:59;P;0;1;0;0;0;0;0;1;0;0;1;2;1;0;0;5;0;0;0;0;1;0;2;1;2;2;2;3;3;0;3;0;3;0
 01/10/2019;09:00:00 - 09:59:59;Q;0;0;0;0;1;0;0;2;2;0;0;2;0;0;0;3;0;0;0;2;0;0;1;1;0;0;1;0;1;0;1;2;0;2
 01/10/2019;09:00:00 - 09:59:59;U;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;1;2;0;1;0;0;1;5;3;4;2;0;4;3;3;0
 01/10/2019;10:00:00 - 10:59:59;AM01-A;2;21;1;1;0;0;0;3;3;0;10;6;2;15;3;11;1;5;46;12;5;0;7;4;7;9;18;20;3;1;5;13;10;3
 01/10/2019;10:00:00 - 10:59:59;AM02-B;0;0;1;0;3;2;0;5;1;2;9;7;1;4;2;7;1;3;42;6;4;1;2;3;3;8;16;10;1;0;3;7;6;6
 01/10/2019;10:00:00 - 10:59:59;AM03-C;0;9;0;0;0;0;0;3;0;0;0;2;0;0;2;1;0;0;8;0;2;1;2;0;2;3;3;2;0;0;0;3;2;0
 01/10/2019;10:00:00 - 10:59:59;AM04-D;0;7;0;1;0;1;0;3;0;0;3;0;0;1;0;5;0;2;11;5;1;1;1;1;5;1;6;2;0;1;1;7;2;0
 01/10/2019;10:00:00 - 10:59:59;AM05-E;0;5;0;0;0;1;0;0;2;1;0;0;1;0;1;2;0;1;7;2;2;0;0;0;0;3;6;4;1;0;1;2;1;1
 01/10/2019;10:00:00 - 10:59:59;AM06-F;0;4;0;0;0;0;0;0;1;0;0;2;2;0;1;3;1;1;31;1;2;1;2;3;2;2;9;4;2;1;4;4;7;1
 01/10/2019;10:00:00 - 10:59:59;AM07-G;0;1;0;0;2;0;0;2;1;2;2;0;0;3;1;3;1;1;28;5;2;1;0;3;1;2;6;6;0;1;1;6;1;1
 01/10/2019;10:00:00 - 10:59:59;AM08-H;2;5;0;1;2;0;0;0;2;1;3;0;1;1;0;3;0;2;13;5;2;0;2;1;6;1;3;5;0;0;1;6;1;0
 01/10/2019;10:00:00 - 10:59:59;AM09-I;1;4;0;0;0;1;1;1;0;0;2;0;1;2;2;9;0;0;26;4;3;1;4;0;2;11;11;8;2;0;6;12;7;2
 01/10/2019;10:00:00 - 10:59:59;AM10-J;2;10;0;1;0;4;1;0;2;1;1;2;2;5;1;5;1;3;35;6;4;0;0;1;3;4;13;9;4;1;4;9;5;0
 01/10/2019;10:00:00 - 10:59:59;AM11-K;2;8;0;0;1;1;2;3;1;1;0;3;2;8;1;5;1;2;33;9;2;0;2;1;3;7;12;9;2;0;6;8;6;1
 01/10/2019;10:00:00 - 10:59:59;AM12-L;1;13;2;2;0;1;2;2;0;2;2;0;1;4;0;9;2;2;54;5;8;3;3;5;7;12;12;21;4;1;4;10;11;1
 01/10/2019;10:00:00 - 10:59:59;AM13-M;1;7;1;1;0;0;0;0;1;1;2;1;0;5;1;3;2;3;40;10;4;0;7;0;2;9;15;14;2;0;3;7;5;1
 01/10/2019;10:00:00 - 10:59:59;AM14-N;0;12;0;2;0;0;1;3;3;1;4;1;1;1;0;4;2;2;26;10;4;0;2;3;4;8;10;14;1;0;4;4;4;1
 01/10/2019;10:00:00 - 10:59:59;AM15-O;0;2;1;1;0;3;1;3;7;1;1;5;4;1;0;3;0;5;40;16;4;1;4;2;5;8;6;13;3;2;6;10;8;2
 01/10/2019;10:00:00 - 10:59:59;AM16-P;7;11;1;2;0;1;4;2;5;5;8;8;0;1;1;2;1;10;91;28;14;5;18;8;17;37;40;43;14;5;11;19;26;8
 01/10/2019;10:00:00 - 10:59:59;A;0;3;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;4;0;1;0;2;1;1;3;1;1;0;0;0;2;2;0
 01/10/2019;10:00:00 - 10:59:59;B;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;10;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
 01/10/2019;10:00:00 - 10:59:59;C;2;12;1;6;1;5;5;6;3;2;5;14;5;8;8;31;3;1;0;0;1;1;2;2;8;0;5;3;1;0;2;0;2;0
 01/10/2019;10:00:00 - 10:59:59;D;0;2;1;0;0;0;0;1;0;1;0;1;0;1;1;4;0;1;0;0;0;0;0;1;0;2;2;2;2;0;0;0;0;2
