Realdate;date;category;newColumn1;newColumn2;newColumn3;newColumn4;newColumn5;newColumn6;newColumn7;newColumn8;newColumn9;newColumn10;newColumn11;newColumn12;newColumn13;newColumn14;newColumn15;newColumn16;newColumn17;newColumn18;newColumn19;newColumn20;newColumn21;newColumn22;newColumn23;newColumn24;newColumn25;newColumn26;newColumn27;newColumn28;newColumn29;newColumn30;newColumn31;newColumn32;newColumn33;newColumn34
 01/10/2019;04:00:00 - 04:59:59;AM09-I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;AM10-J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;AM11-K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;AM12-L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;AM13-M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;AM14-N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;AM15-O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;AM16-P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;04:00:00 - 04:59:59;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM01-A;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM02-B;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM03-C;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM04-D;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM05-E;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM06-F;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM07-G;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM08-H;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM09-I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM10-J;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM11-K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM12-L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM13-M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM14-N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM15-O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;AM16-P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;K;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;L;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;05:00:00 - 05:59:59;U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 01/10/2019;06:00:00 - 06:59:59;AM01-A;1;1;2;1;0;3;0;10;0;3;9;13;4;29;6;33;11;6;54;3;4;2;4;3;13;12;11;16;6;0;6;6;1;0
 01/10/2019;06:00:00 - 06:59:59;AM02-B;1;0;0;1;1;2;1;5;3;4;12;7;2;7;4;5;9;0;26;1;2;2;2;0;6;3;6;3;1;1;2;2;0;0
 01/10/2019;06:00:00 - 06:59:59;AM03-C;3;6;0;0;0;2;0;2;1;3;5;1;1;6;2;3;0;0;20;1;1;1;3;1;4;1;5;3;1;0;1;1;1;0
 01/10/2019;06:00:00 - 06:59:59;AM04-D;1;2;0;0;0;0;0;0;0;1;8;3;1;7;2;8;4;1;22;2;2;2;2;1;6;2;3;5;0;0;1;1;2;0
 01/10/2019;06:00:00 - 06:59:59;AM05-E;0;2;0;0;0;0;0;4;0;1;3;2;0;9;2;5;0;0;9;4;0;0;0;0;1;2;2;2;1;0;1;1;0;1
 01/10/2019;06:00:00 - 06:59:59;AM06-F;1;1;0;0;1;0;0;1;0;1;4;3;0;11;3;8;5;0;38;4;2;1;3;0;11;6;13;8;3;0;1;4;0;0
 01/10/2019;06:00:00 - 06:59:59;AM07-G;0;0;0;0;0;0;0;1;0;0;2;3;1;2;2;10;2;1;29;2;2;0;2;0;7;1;3;3;5;0;0;7;1;0
 01/10/2019;06:00:00 - 06:59:59;AM08-H;0;1;0;0;0;0;1;0;0;1;5;1;2;2;2;5;1;0;14;1;1;0;2;1;1;0;0;1;1;0;1;2;1;0
 01/10/2019;06:00:00 - 06:59:59;AM09-I;0;2;1;0;0;0;0;0;0;0;1;2;0;7;7;4;3;0;37;4;2;1;3;0;2;9;10;9;1;0;3;4;4;0
 01/10/2019;06:00:00 - 06:59:59;AM10-J;1;2;0;0;1;0;0;0;0;0;1;2;1;5;4;2;3;1;31;2;3;0;1;2;5;4;7;4;2;0;0;5;2;1
